No,ID,ASAS_ID_V,ASAS_ID_I,2MASS_ID,RAd,DEC,V,I,V-I,J,J-H,H-K,Type,Period,V_amp,I_amp
329,192428+3905.0,192428+3905.0,192428+3905.0,19242829+3904585,291.11788,39.08293,12.42,8.867,3.553,6.766,0.932,0.337,QPER,89.5,0.79,0.35
330,192433+5014.5,192433+5014.5,192433+5014.5,19243305+5014289,291.13772,50.24139,9.142,5.345,3.797,1.073,1.022,0.47,APER,N/A,2.1,1.04
331,192437+4334.4,192437+4334.4,192437+4334.5,19243655+4334260,291.1523,43.57391,13.074,8.69,4.384,6.053,99.999,99.999,QPER,82.6,0.48,0.28
332,192440+4530.8,192440+4530.8,192440+4530.8,19243993+4530461,291.16639,45.51282,13.98,10.543,3.437,8.744,0.958,0.307,QPER,102.8,0.91,0.24
333,192441+3826.5,192441+3826.5,192440+3826.4,BLEND,291.1687,38.4408,14.715,11.332,3.383,99.999,99.999,99.999,QPER,196,1.12,0.51
334,192446+4428.8,192446+4428.8,192447+4428.8,19244670+4428564,291.19462,44.48235,12.936,8.994,3.942,6.057,0.946,0.462,MIRA,315,2.95,2.82
335,192451+3819.7,192451+3819.7,192451+3819.7,BLEND,291.2125,38.3283,10.978,10.276,0.702,99.999,99.999,99.999,PER,2.0317,0.05,0.03
336,192453+3827.7,192453+3827.7,192453+3827.7,19245301+3827404,291.22089,38.46123,12.962,9.821,3.141,8.066,0.882,0.309,QPER,17.32,0.31,0.11
337,192458+5056.0,192458+5056.0,192458+5056.0,19245805+5056003,291.2419,50.93342,10.44,9.925,0.515,9.601,0.186,0.051,EA,2.6159,0.17,0.12
338,192459+4715.0,192459+4715.0,192459+4715.0,19245882+4714573,291.24509,47.24926,11.311,10.412,0.899,9.742,0.36,0.104,EA,4.5645,0.29,0.71
339,192500+3754.2,192500+3754.2,192500+3754.1,BLEND,291.25,37.9025,14.261,11.347,2.914,99.999,99.999,99.999,QPER,37.66,0.75,0.29
340,192507+4556.1,192507+4556.1,192507+4556.1,19250689+4556031,291.27873,45.9342,11.93,11.347,0.583,10.905,0.154,0.039,EA,1.0731,0.51,0.52
341,192513+4215.0,noID,192513+4215.0,19251290+4214572,291.30377,42.24925,99.999,9.886,99.999,6.478,1.076,0.483,APER,N/A,99.99,0.23
342,192518+5022.5,192518+5022.5,192519+5022.4,19251861+5022254,291.32758,50.37373,12.829,11.524,1.305,10.617,0.637,0.16,QPER,47.58,0.23,0.26
343,192524+3855.3,192524+3855.3,192524+3855.3,19252413+3855174,291.35057,38.92151,14.017,9.874,4.143,7.453,0.937,0.395,APER,N/A,0.91,0.27
344,192526+5042.0,192526+5042.0,192526+5042.0,19252647+5042005,291.36033,50.70015,13.502,10.533,2.969,8.753,0.876,0.311,QPER,108.5,0.5,0.09
345,192531+3741.7,192531+3741.7,192531+3741.7,19253092+3741430,291.37885,37.6953,11.586,8.987,2.599,7.459,0.934,0.276,QPER,42.56,0.27,0.16
346,192532+4552.7,192532+4552.7,192531+4552.7,19253109+4552428,291.37957,45.87858,13.48,8.285,5.195,5.011,1.084,0.682,QPER,369,1.09,1.27
347,192544+4026.4,192544+4026.4,192544+4026.3,BLEND,291.4333,40.4392,12.347,9.984,2.363,99.999,99.999,99.999,APER,N/A,0.93,0.69
348,192544+4545.0,192544+4545.0,192544+4544.9,BLEND,291.4333,45.7492,14.218,13.448,0.77,99.999,99.999,99.999,APER,N/A,0.88,1.09
349,192544+5109.6,noID,192544+5109.6,19254457+5109315,291.43572,51.15877,99.999,12.168,99.999,10.07,0.815,0.341,MIRA,240,99.99,2.18
350,192548+3912.5,noID,192548+3912.5,19254817+3912333,291.45073,39.20927,99.999,11.46,99.999,9.132,0.924,0.493,MIRA,302,99.99,1.52
351,192549+3908.5,192549+3908.5,192550+3908.5,19254952+3908294,291.45637,39.14151,14.153,9.647,4.506,7.16,0.896,0.401,QPER,101.4,1.99,0.75
352,192558+4354.8,192558+4354.8,192558+4354.7,19255777+4354480,291.49074,43.91334,12.921,8.854,4.067,6.474,0.863,0.402,QPER,111.1,1.31,0.41
353,192602+3706.5,192602+3706.5,192602+3706.5,19260167+3706275,291.50697,37.10766,10.837,8.199,2.638,6.568,0.887,0.306,QPER,30.75,0.31,0.12
354,192608+4807.9,192608+4807.9,192608+4807.9,19260831+4807527,291.53466,48.13132,13.638,13.084,0.554,12.789,0.203,0.089,EW,0.484992,0.44,0.44
355,192609+4504.3,192609+4504.3,192609+4504.3,19260936+4504185,291.53903,45.07182,10.753,7.523,3.23,99.999,99.999,0.348,APER,N/A,0.46,0.58
356,192611+3803.2,192611+3803.2,192611+3803.2,19261136+3803107,291.54737,38.05298,10.45,9.304,1.146,8.467,0.541,-0.077,QPER,35.58,0.18,0.16
357,192613+3646.9,192613+3646.9,192613+3646.9,19261331+3646561,291.55549,36.78227,13.539,8.673,4.866,5.718,99.999,99.999,QPER,80.7,0.9,0.45
358,192619+4401.0,192619+4401.0,192619+4400.9,19261866+4400578,291.57777,44.01608,11.988,8.231,3.757,6.015,0.858,0.36,QPER,61.8,0.61,0.26
359,192620+3855.5,192620+3855.5,noID,19262003+3855272,291.58348,38.92425,8.861,99.999,99.999,6.208,0.714,0.189,PER,0.1148143,0.02,99.99
360,192622+4724.5,192622+4724.5,192622+4724.5,19262151+4724296,291.58963,47.40823,10.057,8.084,1.973,6.841,0.824,0.229,QPER,94.7,0.39,0.24
361,192623+4915.5,192623+4915.5,192622+4915.5,19262195+4915289,291.5915,49.25805,13.119,12.468,0.651,12.204,0.234,0.05,EW,0.417355,0.36,0.32
362,192623+3716.3,192623+3716.3,192623+3716.5,BLEND,291.5958,37.2733,13.561,10.429,3.132,99.999,99.999,99.999,QPER,52.2,2.04,0.83
363,192625+4147.1,192625+4147.1,192624+4147.2,19262419+4147097,291.6008,41.78605,15.127,10.992,4.135,8.881,0.927,0.369,APER,N/A,1.25,0.5
364,192632+3744.3,192632+3744.3,192632+3744.3,19263175+3744166,291.63233,37.73796,14.496,13.991,0.505,12.825,0.245,0.018,EW,0.390162,0.98,0.92
365,192634+4232.6,noID,192634+4232.6,19263331+4232388,291.63881,42.54413,99.999,9.316,99.999,5.911,0.861,0.46,MIRA,306,99.99,2.4
366,192636+4503.6,192636+4503.6,192635+4503.6,19263523+4503373,291.64683,45.06036,14.351,10.853,3.498,8.949,0.907,0.308,APER,N/A,0.77,0.17
367,192636+3831.5,192636+3831.5,192636+3831.5,19263603+3831294,291.65017,38.52485,13.413,10.622,2.791,9.081,0.868,0.312,QPER,26.61,0.46,0.19
368,192636+3902.3,192636+3902.3,192636+3902.3,19263633+3902170,291.65139,39.03808,14.322,13.644,0.678,13.371,0.533,0.143,EA,11.439,1.33,0.61
369,192637+4223.7,192637+4223.7,192637+4223.6,19263738+4223383,291.65576,42.394,12.097,8.157,3.94,6.16,0.933,0.375,QPER,105.7,0.94,0.43
370,192643+3927.7,192643+3927.7,noID,19264326+3927441,291.68027,39.46227,12.386,99.999,99.999,4.779,1.029,0.528,APER,N/A,0.64,99.99
371,192649+3914.6,192649+3914.6,192649+3914.6,19264901+3914369,291.70425,39.24359,12.847,10.008,2.839,8.394,0.896,0.328,APER,N/A,0.59,0.12
372,192655+3758.8,192655+3758.8,192656+3758.8,BLEND,291.7312,37.98,11.948,10.564,1.384,99.999,99.999,99.999,APER,N/A,0.17,0.64
373,192710+3935.6,192710+3935.6,192710+3935.7,19270973+3935376,291.79056,39.59379,13.366,12.466,0.9,12.204,0.281,0.104,EW/PER,0.434145,0.37,0.56
374,192721+3730.7,192721+3730.7,192722+3730.7,19272157+3730422,291.83991,37.51173,10.713,7.879,2.834,6.112,0.928,0.298,QPER,67.1,0.88,0.71
375,192729+4219.8,192729+4219.8,192729+4219.7,19272890+4219431,291.87043,42.32864,12.279,11.733,0.546,11.218,0.201,0.058,APER,N/A,0.33,0.41
376,192731+4224.3,noID,192731+4224.3,19273066+4224403,291.87775,42.41122,99.999,10.406,99.999,8.298,0.902,0.343,QPER,69.1,99.99,1.4
377,192731+3934.0,192731+3934.0,192732+3934.0,19273142+3934005,291.88092,39.56682,14.106,10.872,3.234,8.717,0.918,0.359,APER,N/A,1.01,0.72
378,192731+4221.4,192731+4221.4,192731+4221.4,19273144+4221235,291.881,42.35654,11.171,8.702,2.469,7.233,0.879,0.248,QPER,24.7,0.28,0.14
379,192733+3704.6,noID,192733+3704.6,19273289+3704369,291.88706,37.07692,99.999,9.774,99.999,6.371,1.006,0.442,QPER,76.8,99.99,0.29
380,192737+3702.8,192737+3702.8,192736+3702.8,19273619+3702482,291.90082,37.04673,13.66,10.386,3.274,8.211,0.947,0.352,APER,N/A,1.74,0.27
381,192737+3705.5,192737+3705.5,192737+3705.5,19273680+3705295,291.90335,37.09155,13.052,9.796,3.256,7.995,0.945,0.278,QPER,26.33,0.4,0.15
382,192737+4204.7,192737+4204.7,192738+4204.6,19273760+4204374,291.90669,42.07706,13.762,10.024,3.738,7.69,0.923,0.356,QPER,83.1,0.71,0.51
383,192747+4158.4,192747+4158.4,noID,19274690+4158262,291.94544,41.97395,9.15,99.999,99.999,99.999,99.999,99.999,QPER,45.73,0.62,99.99
384,192751+4618.5,192751+4618.5,192750+4618.5,19275031+4618327,291.95963,46.30909,12.922,12.125,0.797,11.791,0.272,0.062,EW,0.371566,0.31,0.29
385,192756+4133.5,192756+4133.5,192755+4133.6,19275526+4133339,291.98026,41.55942,12.905,11.744,1.161,10.952,0.56,0.125,EA,3.7217,0.48,0.42
386,192758+3740.3,192758+3740.3,192758+3740.3,19275768+3740219,291.99033,37.67275,14.279,13.309,0.97,12.566,0.364,0.148,EA,1.40442,0.7,0.75
387,192758+4514.0,192758+4514.0,192758+4514.0,19275783+4514029,291.99098,45.23414,12.29,11.586,0.704,11.315,0.285,0.032,EA,2.6659,0.12,0.27
388,192803+3921.4,192803+3921.4,192802+3921.5,19280242+3921289,292.01012,39.35803,11.982,8.479,3.503,6.368,0.882,0.345,QPER,27.85,0.38,0.18
389,192809+3845.3,192809+3845.3,192810+3845.2,19280996+3845158,292.04151,38.7544,14.097,11.653,2.444,10.221,0.858,0.282,QPER,76.3,1.52,0.4
390,192811+4856.6,192811+4856.6,192811+4856.6,19281062+4856369,292.04426,48.94359,10.021,9.216,0.805,8.555,0.39,0.049,PER/EW,0.1483408,0.05,0.04
391,192815+4238.1,192815+4238.1,192814+4238.1,19281417+4238075,292.05905,42.63543,14.319,13.506,0.813,13.223,0.353,0.079,EW,0.370553,0.94,0.74
392,192817+4814.3,192817+4814.3,192817+4814.3,19281722+4814179,292.07178,48.23833,14.175,13.73,0.445,13.226,0.132,0.146,EW,0.471921,0.59,0.66
393,192826+3939.6,192826+3939.6,192826+3939.7,BLEND,292.1083,39.6608,13.695,12.761,0.934,99.999,99.999,99.999,PER/EW,0.1373608,0.16,0.19
394,192828+4824.0,192828+4824.0,192828+4824.0,19282788+4824008,292.11617,48.40023,12.774,10.183,2.591,8.59,0.862,0.297,APER,N/A,0.38,0.14
395,192832+3746.4,noID,192832+3746.4,BLEND,292.1333,37.7742,99.999,11.526,99.999,99.999,99.999,99.999,QPER,110,99.99,0.32
396,192836+3754.0,192836+3754.0,192836+3754.0,19283563+3754032,292.14849,37.9009,12.938,10.213,2.725,8.216,0.927,99.999,APER,N/A,0.32,0.6
397,192836+4138.6,192836+4138.6,192836+4138.7,19283577+4138395,292.14907,41.64432,13.279,11.484,1.795,10.332,0.816,0.178,QPER,149.7,0.47,0.84
398,192836+3719.5,192836+3719.5,192836+3719.5,19283593+3719326,292.14971,37.32574,11.695,8.931,2.764,7.309,0.912,99.999,QPER,40.25,0.31,0.2
399,192837+4505.8,192837+4505.8,192839+4505.8,19283895+4505517,292.16232,45.09771,15.225,10.788,4.437,7.597,0.932,0.505,MIRA,341,1.42,2.5
400,192848+4602.6,192848+4602.6,noID,19284755+4602380,292.19814,46.0439,8.457,99.999,99.999,4.061,1.247,0.7,QPER,213,0.61,99.99
401,192850+4228.9,192850+4228.9,192850+4228.9,19285024+4228504,292.20934,42.48068,13.829,10.512,3.317,8.659,0.883,0.327,QPER,28.46,0.49,0.14
402,192850+4756.7,192850+4756.7,192850+4756.7,19285043+4756444,292.21015,47.94569,10.454,9.313,1.141,8.539,0.549,0.118,QPER,19.98,0.11,0.19
403,192853+3804.0,192853+3804.0,192854+3804.1,19285378+3804063,292.22411,38.06844,12.989,10.203,2.786,8.169,0.936,0.359,QPER,85.2,0.31,0.27
404,192857+4224.0,192857+4224.0,192857+4224.0,BLEND,292.2375,42.4,14.029,10.932,3.097,99.999,99.999,99.999,QPER,332,0.58,0.52
405,192902+4138.6,192902+4138.6,192902+4138.6,19290215+4138333,292.25898,41.64259,10.668,7.912,2.756,6.276,0.885,0.313,QPER,30.57,0.34,0.25
406,192906+3747.3,192906+3747.3,192905+3747.4,19290563+3747227,292.27346,37.78966,13.163,8.711,4.452,6.098,0.936,0.422,APER,N/A,0.76,0.2
407,192906+4140.5,192906+4140.5,192906+4140.5,19290600+4140303,292.27502,41.67509,11.721,9.5,2.221,8.192,0.92,0.244,QPER,30.14,0.25,0.18
408,192908+4044.8,192908+4044.8,192907+4044.6,BLEND,292.2813,40.745,11.933,11.135,0.798,99.999,99.999,99.999,RRC/EW,0.23171,0.36,0.34
409,192910+4727.8,192910+4727.8,192910+4727.8,19290998+4727513,292.29162,47.46426,12.002,9.648,2.354,8.248,0.926,0.224,QPER,26.18,0.23,0.14
410,192916+4637.3,192916+4637.3,192916+4637.4,19291594+4637198,292.31645,46.62219,12.369,11.65,0.719,11.298,0.265,0.035,EW,0.457948,0.22,0.24
411,192917+3918.0,192917+3918.0,192918+3918.0,19291774+3917576,292.32392,39.29935,12.679,9.857,2.822,8.046,0.888,0.314,QPER,77.9,0.98,0.45
412,192918+4210.5,192918+4210.5,192918+4210.5,19291794+4210313,292.32475,42.17538,11.675,9.064,2.611,7.563,0.877,0.276,QPER,37.23,0.55,0.15
413,192918+3757.7,192918+3757.7,192918+3757.7,19291829+3757413,292.32621,37.9615,13.759,12.974,0.785,12.566,0.241,0.062,EW,0.394572,0.75,0.71
414,192924+4137.0,192924+4137.0,192924+4137.0,19292401+4136586,292.35006,41.61629,13.611,11.25,2.361,9.662,0.879,0.281,APER,N/A,0.74,0.25
415,192930+3907.9,192930+3907.9,192929+3907.8,19292925+3907490,292.37189,39.13029,11.836,8.121,3.715,5.876,99.999,99.999,QPER,52.8,0.57,0.29
416,192930+3801.7,192930+3801.7,192930+3801.7,19293007+3801424,292.3753,38.02846,13.653,10.85,2.803,9.277,0.978,0.258,APER,N/A,0.78,0.19
417,192932+3742.6,noID,192932+3742.6,19293151+3742406,292.3813,37.71128,99.999,12.745,99.999,9.019,0.863,0.448,MIRA,321,99.99,3.92
418,192934+4827.2,192934+4827.2,192934+4827.3,19293406+4827187,292.39193,48.45521,12.916,10.134,2.782,8.511,0.901,0.291,QPER,30.19,0.35,0.28
419,192935+4917.5,192935+4917.5,192935+4917.6,19293465+4917360,292.39439,49.29335,14.547,9.803,4.744,6.937,0.908,0.459,APER,N/A,1.96,1.09
420,192938+4130.8,192938+4130.8,192938+4130.8,19293751+4130469,292.4063,41.51305,12.145,11.62,0.525,11.26,0.206,0.055,EA,1.24534,0.18,0.27
421,192939+4052.2,192939+4052.2,192939+4052.2,19293942+4052123,292.41428,40.8701,11.808,9.018,2.79,7.383,0.951,0.259,QPER,57.4,0.62,0.27
422,192945+4903.8,192945+4903.8,192945+4903.9,19294522+4903522,292.43845,49.06451,13.662,10.931,2.731,9.169,0.952,0.303,APER,N/A,0.63,0.63
423,192950+3754.4,192950+3754.4,192950+3754.4,19295038+3754232,292.45995,37.90645,13.607,10.415,3.192,8.546,0.907,0.334,QPER,22.98,0.39,0.45
424,192953+4435.3,192953+4435.3,192953+4435.3,19295352+4435186,292.473,44.5885,12.508,11.887,0.621,11.598,0.216,0.051,EW,0.436973,0.39,0.45
425,192955+4855.0,192955+4855.0,192955+4855.0,19295502+4855000,292.47926,48.91669,13.135,12.345,0.79,11.902,0.349,0.086,EW,0.306992,0.71,0.72
426,192955+3737.7,192955+3737.7,192955+3737.7,19295568+3737440,292.48201,37.6289,12.36,8.56,3.8,6.447,0.918,0.361,QPER,40.64,0.58,0.22
427,192957+4900.1,192957+4900.1,noID,19295684+4900086,292.48687,49.00241,11.16,99.999,99.999,3.312,0.916,0.599,APER,N/A,0.68,99.99
428,192957+4143.5,192957+4143.5,192957+4143.5,19295710+4143309,292.48793,41.72527,11.471,8.969,2.502,7.443,0.916,0.26,QPER,51.9,0.47,0.18
429,193000+4136.6,193000+4136.6,193000+4136.5,19300005+4136323,292.50024,41.60899,12.694,10.528,2.166,9.052,0.879,0.201,APER,N/A,0.85,0.41
430,193005+3738.4,193005+3738.4,193006+3738.3,BLEND,292.5229,37.6392,13.303,9.95,3.353,99.999,99.999,99.999,APER,N/A,0.45,0.42
431,193009+4721.9,193009+4721.9,193009+4721.9,19300924+4721519,292.5385,47.36442,12.901,12.432,0.469,12.288,0.232,0.036,EB/EA,0.66172,0.75,0.4
432,193010+4047.2,193010+4047.2,193010+4047.2,19301020+4047166,292.54253,40.78797,12.183,10.502,1.681,9.481,0.85,0.224,QPER,108.8,0.2,0.18
433,193011+4858.6,193011+4858.6,noID,19301101+4858367,292.5459,48.97689,9.993,99.999,99.999,5.567,0.694,0.457,QPER,30.86,0.47,99.99
434,193012+3816.3,193012+3816.3,193011+3816.3,19301154+3816176,292.54811,38.27158,11.472,9.301,2.171,7.929,0.892,0.251,QPER,23.27,0.25,0.11
435,193013+4149.6,193013+4149.6,193013+4149.7,BLEND,292.5542,41.8275,12.992,10.76,2.232,99.999,99.999,99.999,APER,N/A,0.3,0.49
436,193021+4122.1,193021+4122.1,193021+4122.1,19302097+4122053,292.58739,41.36815,11.557,8.302,3.255,6.446,0.924,0.318,QPER,44.96,0.64,0.28
437,193028+4039.4,193028+4039.4,193027+4039.4,19302743+4039241,292.61431,40.6567,13.402,10.217,3.185,8.351,0.925,0.305,QPER,68.2,0.77,0.23
438,193028+3831.5,193028+3831.5,193028+3831.5,19302846+3831294,292.6186,38.52486,11.962,11.422,0.54,10.933,0.162,0.066,EB,0.51349,0.47,0.5
439,193033+4803.4,193033+4803.4,193033+4803.4,19303290+4803251,292.6371,48.05699,15.173,9.622,5.551,6.486,0.819,99.999,MIRA,304,5.14,2.67
440,193038+4940.6,193038+4940.6,193038+4940.7,19303792+4940401,292.65804,49.67781,14.682,11.03,3.652,9.132,0.881,0.306,APER,N/A,2.02,0.85
441,193043+3719.1,193043+3719.1,193043+3719.1,BLEND,292.6792,37.3183,14.706,13.576,1.13,99.999,99.999,99.999,PER,0.166898,0.12,0.33
442,193045+4244.9,193045+4244.9,193045+4244.9,19304531+4244528,292.6888,42.748,13.311,12.764,0.547,12.353,0.197,0.104,EA,2.2456,0.21,0.5
443,193046+4635.3,193046+4635.3,noID,19304595+4635143,292.6915,46.58731,14.046,99.999,99.999,13.457,0.407,0.067,PER/EW,0.137714,0.32,99.99
444,193047+4946.1,193047+4946.1,193047+4946.1,19304666+4946059,292.69442,49.76833,13.819,9.324,4.495,6.329,0.926,0.399,APER,N/A,0.98,0.65
445,193047+4120.2,193047+4120.2,193047+4120.1,BLEND,292.6958,41.3358,13.381,12.574,0.807,99.999,99.999,99.999,EA,0.90928,0.43,0.29
446,193049+4635.3,193049+4635.3,193049+4635.4,19304889+4635222,292.70374,46.58951,13.921,12.852,1.069,12.02,0.458,0.1,EW/PER,0.275437,0.55,0.52
447,193103+4302.1,193103+4302.1,193104+4302.1,19310339+4302063,292.76417,43.03511,11.789,11.272,0.517,11.039,0.167,0.018,PER,0.87766,0.08,0.03
448,193105+4216.1,193105+4216.1,193105+4216.1,19310459+4216039,292.76912,42.26776,12.187,8.94,3.247,7.017,0.881,0.35,QPER,75.5,0.83,0.54
449,193109+3808.3,noID,193109+3808.3,19310871+3808185,292.78633,38.13849,99.999,10.428,99.999,8.298,0.936,0.333,QPER,66.6,99.99,0.46
450,193128+3804.2,noID,193128+3804.2,BLEND,292.8667,38.0717,99.999,11.987,99.999,99.999,99.999,99.999,QPER,70,99.99,0.42
451,193129+4926.3,193129+4926.3,193129+4926.4,19312898+4926190,292.87076,49.43861,13.727,13.127,0.6,13,0.159,0.056,EW/PER,0.63405,0.27,0.37
452,193136+4635.3,193136+4635.3,193136+4635.3,19313595+4635196,292.89982,46.58878,11.645,11.202,0.443,10.921,0.134,0.051,EW,0.302031,0.16,0.07
453,193140+3750.2,193140+3750.2,193140+3750.1,19314035+3750099,292.91813,37.83611,11.772,8.42,3.352,6.441,0.874,0.348,QPER,45.53,0.37,0.19
454,193141+4648.7,193141+4648.7,193141+4648.7,19314120+4648436,292.9217,46.81211,11.113,10.699,0.414,10.46,0.108,0.065,EW,1.3826,0.19,0.16
455,193144+4125.7,193144+4125.7,193144+4125.6,19314354+4125379,292.93144,41.42722,14.346,11.609,2.737,9.437,0.803,0.42,QPER,193,1.99,1.84
456,193144+3751.9,193144+3751.9,193144+3751.8,19314403+3751532,292.93346,37.86479,12.494,9.068,3.426,7.078,0.917,0.34,APER,N/A,0.44,0.19
457,193148+4906.8,193148+4906.8,193148+4906.8,19314828+4906495,292.95118,49.11377,11.261,8.26,3.001,6.501,0.857,0.307,QPER,29.55,0.48,0.37
458,193151+4245.1,193151+4245.1,193152+4245.2,19315134+4245077,292.96394,42.75214,14.073,10.122,3.951,7.868,0.937,0.357,QPER,154.9,1.32,0.66
459,193156+4827.5,193156+4827.5,193155+4827.5,19315528+4827299,292.98035,48.45831,12.971,10.674,2.297,8.092,0.893,0.335,MIRA,264,1.85,2.65
460,193157+4143.0,193157+4143.0,193156+4143.0,19315646+4143008,292.98527,41.71689,13.323,12.241,1.082,11.827,0.454,0.101,EA,3.7789,0.46,0.28
461,193158+4622.5,193158+4622.5,193158+4622.5,BLEND,292.9917,46.375,11.378,10.149,1.229,99.999,99.999,99.999,QPER,37.25,0.14,0.16
462,193201+3824.3,193201+3824.3,193200+3824.3,19320010+3824165,293.00045,38.40461,11.329,10.897,0.432,14.298,0.482,0.045,PER,1.32092,0.05,0.02
463,193208+4149.3,193208+4149.3,193208+4149.3,19320826+4149157,293.03443,41.82105,13.616,10.824,2.792,9.239,0.914,0.271,APER,N/A,0.65,0.16
464,193211+4544.2,193211+4544.2,193211+4544.2,19321086+4544089,293.04526,45.73582,12.979,12.4,0.579,11.952,0.304,0.049,EW,0.35652,0.47,0.49
465,193241+4241.6,noID,193241+4241.6,19324099+4241399,293.17081,42.69444,99.999,10.694,99.999,8.847,0.918,0.342,QPER,85.8,99.99,0.36
466,193245+3943.0,193245+3943.0,193244+3943.0,19324444+3943049,293.18521,39.71804,13.488,10.35,3.138,8.604,0.851,0.305,QPER,106.2,1.04,0.44
467,193246+3952.3,193246+3952.3,193246+3952.3,19324628+3952156,293.19286,39.87102,14.701,10.661,4.04,8.444,0.918,0.361,APER,N/A,1.98,0.35
468,193247+4307.0,193247+4307.0,193247+4307.1,19324717+4307030,293.19657,43.1175,12.398,8.542,3.856,6.474,0.833,0.36,QPER,99.1,1.36,0.69
469,193253+4550.6,193253+4550.6,193253+4550.6,19325304+4550380,293.22101,45.8439,12.32,11.782,0.538,11.245,0.184,0.072,EB/EA,1.04589,0.4,0.33
470,193255+4914.5,193255+4914.5,193254+4914.5,19325415+4914331,293.22566,49.24255,13.923,12.964,0.959,12.354,0.399,0.08,EW,0.284934,0.62,0.61
471,193301+4614.3,193301+4614.3,193301+4614.4,19330091+4614228,293.25379,46.23969,12.794,12.136,0.658,12.201,0.325,0.038,RRAB,0.57138,0.89,0.53
472,193326+3806.2,193326+3806.2,193326+3806.2,19332556+3806126,293.35652,38.10353,13.607,10.062,3.545,7.946,0.914,0.395,APER,N/A,1,0.49
473,193330+4059.6,193330+4059.6,193330+4059.6,19332981+4059362,293.37422,40.99339,15.688,12.375,3.313,10.436,0.951,0.332,APER,N/A,1.58,0.5
474,193340+4336.7,193340+4336.7,193340+4336.7,19333975+4336415,293.41566,43.61155,12.074,9.102,2.972,7.419,0.897,0.308,QPER,25.94,0.41,0.13
475,193343+4824.1,193343+4824.1,193344+4824.0,19334365+4824031,293.43191,48.40087,13.911,9.037,4.874,5.955,0.8,0.455,MIRA,302,3.68,2.48
476,193346+3907.2,193346+3907.2,193346+3907.3,BLEND,293.4417,39.1208,14.487,13.952,0.535,99.999,99.999,99.999,RRC/EW,0.201207,0.49,0.4
477,193403+3942.6,193403+3942.6,193403+3942.7,19340328+3942410,293.5137,39.7114,12.487,11.662,0.825,11.124,0.36,0.107,EA,0.56256,0.83,0.59
478,193415+4504.6,193415+4504.6,193415+4504.5,19341470+4504320,293.56127,45.07556,13.386,12.543,0.843,12.373,0.356,0.051,PER,0.387083,0.12,0.04
479,193416+4255.2,193416+4255.2,193418+4255.2,19341833+4255144,293.5764,42.92069,13.96,9.562,4.398,6.374,0.844,0.556,MIRA,370,1.68,1.57
480,193422+4018.9,193422+4018.9,193422+4019.0,19342174+4018558,293.59062,40.31551,11.431,8.274,3.157,6.487,0.909,0.325,QPER,58.8,0.37,0.1
481,193423+4450.5,193423+4450.5,193424+4450.5,19342331+4450338,293.59713,44.84275,13.018,9.028,3.99,6.802,0.955,0.368,QPER,58.3,0.75,0.36
482,193424+4453.9,193424+4453.9,193425+4454.3,BLEND,293.6021,44.9017,14.825,11.486,3.339,99.999,99.999,99.999,QPER,115.4,1.11,0.47
483,193426+4518.5,193426+4518.5,193426+4518.5,19342593+4518315,293.60807,45.30877,12.235,8.433,3.802,6.394,0.922,0.361,APER,N/A,1.11,0.68
484,193428+4027.9,193428+4027.9,193428+4027.9,19342773+4027561,293.61556,40.46559,12.775,10.059,2.716,8.452,0.943,0.245,APER,N/A,0.34,0.11
485,193429+4458.0,193429+4458.0,193429+4458.0,19342892+4458022,293.62053,44.96728,12.388,11.735,0.653,11.365,0.333,0.023,RRC/EW,0.19967,0.08,0.17
486,193429+4118.3,193429+4118.3,193429+4118.3,19342912+4118144,293.62136,41.304,13.584,10.634,2.95,8.912,0.92,0.324,APER,N/A,0.62,0.3
487,193430+4232.3,193430+4232.3,193431+4232.3,19343046+4232178,293.62693,42.53828,12.219,7.54,4.679,4.842,1.019,0.56,QPER,276,1,0.67
488,193437+4814.8,193437+4814.8,193438+4814.6,19343781+4814377,293.65756,48.24381,12.91,9.697,3.213,7.629,0.91,0.331,QPER,35.47,0.41,0.28
489,193446+4554.3,193446+4554.3,193446+4554.3,19344559+4554163,293.68997,45.90453,11.449,10.96,0.489,10.709,0.134,0.053,HADS,0.176646,0.38,0.27
490,193447+4226.1,193447+4226.1,193447+4226.1,19344680+4226081,293.69502,42.43561,11.76,11.643,0.117,12.003,-0.047,0.093,APER,N/A,0.41,0.54
491,193450+4500.6,193450+4500.6,193450+4500.6,19345017+4500379,293.70904,45.01055,12.424,11.701,0.723,11.678,0.243,0.081,RRC/EW,0.216223,0.29,0.29
492,193504+4944.8,193504+4944.8,193503+4944.8,19350332+4944458,293.76387,49.74606,14.755,10.264,4.491,7.7,0.932,0.343,APER,N/A,1.65,0.64
493,193504+3908.1,193504+3908.1,193504+3908.0,19350450+3908043,293.76877,39.13453,14.392,11.22,3.172,9.485,0.938,0.314,QPER,75.2,1.02,0.26
494,193505+4614.2,193505+4614.2,193505+4614.2,19350483+4614117,293.77014,46.23658,12.255,11.812,0.443,11.588,0.053,0.086,EA,1.21939,0.21,0.23
495,193509+3834.5,193509+3834.5,193509+3834.5,19350860+3834310,293.78584,38.57529,13.839,10.684,3.155,9.029,0.982,0.344,QPER,98.9,1.04,0.45
